id,athlete_id,games_id,event_id,coach_id,medal_id,result_value,result_unit,is_record_holder,notes
3887,3887,11,20,23,1,314.514,points,No,Comeback after injury
3888,3888,19,185,16,1,1.161,points,No,-
3889,3889,9,49,16,1,151.476,points,No,Photo-finish silver
3890,3890,21,42,20,1,67.536,seconds,No,-
3891,3891,1,232,2,1,14.937,points,No,Oldest medalist
3892,3892,13,211,27,2,59.211,seconds,No,-
3893,3893,13,22,22,1,5.422,points,No,Personal Best
3894,3894,18,8,10,3,416.506,seconds,No,-
3895,3895,34,229,5,1,51.773,points,Olympic Record,-
3896,3896,14,303,10,3,13.683,points,No,Olympic Debut
3897,3897,2,76,19,1,2.94,goals,No,Youngest competitor
3898,3898,6,252,7,1,185.035,seconds,No,-
3899,3899,36,197,23,1,88.423,points,No,-
3900,3900,26,23,28,3,203.673,points,No,Withdrew - injury
3901,3901,4,142,14,1,3.658,points,No,Withdrew - injury
3902,3902,10,266,8,1,71.057,seconds,No,Personal Best
3903,3903,23,219,9,1,68.078,seconds,No,Personal Best
3904,3904,4,303,22,2,14.467,points,No,Olympic Debut
3905,3905,6,110,2,3,5606.748,seconds,No,Weather-affected
3906,3906,10,6,13,1,18.326,points,No,Comeback after injury
3907,3907,38,116,23,2,126.092,metres,No,Comeback after injury
3908,3908,26,76,9,3,6.201,goals,No,-
3909,3909,35,248,12,3,951.209,seconds,No,Weather-affected
3910,3910,21,146,2,1,118.13,seconds,No,Weather-affected
3911,3911,35,58,6,1,1.617,points,No,Weather-affected
3912,3912,39,218,26,3,78.696,points,Olympic Record,National Record
3913,3913,1,174,18,2,3.04,points,World Record,-
3914,3914,16,21,18,1,4.965,points,Olympic Record,-
3915,3915,14,74,12,1,8.65,points,No,-
3916,3916,8,2,28,1,101.716,metres,No,National Record
3917,3917,23,153,1,3,87.781,seconds,No,Youngest competitor
3918,3918,39,11,25,1,123.227,seconds,Olympic Record,Disqualified (false start)
3919,3919,18,44,9,4,34.316,points,No,-
3920,3920,16,70,21,1,319.654,kg,No,Season Best
3921,3921,38,3,3,1,174.652,points,No,Weather-affected
3922,3922,6,12,24,1,14.971,points,No,-
3923,3923,14,119,6,1,12.267,points,No,Record broken next day
3924,3924,24,82,5,1,10.793,goals,No,Comeback after injury
3925,3925,5,104,12,1,18.572,points,No,First from country
3926,3926,29,228,2,1,3204.241,seconds,No,-
3927,3927,9,98,20,4,373.169,kg,No,-
3928,3928,12,284,24,1,652.234,seconds,No,Photo-finish silver
3929,3929,12,5,1,1,475.484,seconds,No,-
3930,3930,16,150,12,1,8.351,points,No,Record broken next day
3931,3931,7,139,3,1,1.579,points,No,Technical violation
3932,3932,18,188,16,3,4764.144,seconds,No,Comeback after injury
3933,3933,7,163,9,1,757.705,seconds,No,-
3934,3934,19,17,13,2,27.959,points,No,-
3935,3935,7,28,9,1,5223.972,seconds,No,-
3936,3936,13,71,4,4,10.436,points,No,-
3937,3937,19,29,16,2,6.619,goals,No,Oldest medalist
3938,3938,8,295,22,4,292.305,seconds,No,-
3939,3939,20,23,3,1,315.233,points,World Record,-
3940,3940,19,121,3,3,393.236,kg,No,Comeback after injury
3941,3941,16,30,7,1,5.318,sets,No,Olympic Debut
3942,3942,6,178,12,1,5.134,sets,No,Youngest competitor
3943,3943,16,181,6,3,2840.835,seconds,No,Comeback after injury
3944,3944,23,197,16,3,82.011,points,No,-
3945,3945,21,177,23,2,113.547,seconds,No,Oldest medalist
3946,3946,25,224,24,2,544.964,seconds,No,Record broken next day
3947,3947,27,31,11,3,194.094,seconds,No,-
3948,3948,16,305,1,1,473.098,seconds,No,Photo-finish silver
3949,3949,35,65,2,2,88.643,seconds,No,Photo-finish silver
3950,3950,15,162,28,3,835.184,seconds,No,Withdrew - injury
3951,3951,6,265,28,1,765.754,seconds,No,Youngest competitor
3952,3952,19,28,5,1,4941.684,seconds,No,Personal Best
3953,3953,4,46,12,1,14.316,goals,No,Record broken next day
3954,3954,5,292,24,1,193.257,seconds,No,Season Best
3955,3955,13,121,25,1,438.319,kg,No,Equipment issue
3956,3956,24,300,5,1,88.682,points,No,-
3957,3957,6,139,14,1,2.074,points,No,Youngest competitor
3958,3958,14,88,25,1,8.859,points,No,Oldest medalist
3959,3959,14,173,22,1,1.333,points,No,-
3960,3960,33,136,2,3,91.316,seconds,No,Disqualified (false start)
3961,3961,1,71,24,1,42.174,points,No,Technical violation
3962,3962,12,17,4,2,10.128,points,No,National Record
3963,3963,1,251,23,1,382.251,points,No,Record broken next day
3964,3964,7,29,22,1,3.763,goals,No,Season Best
3965,3965,36,207,26,1,179.67,seconds,No,Season Best
3966,3966,7,252,28,1,259.425,seconds,No,Youngest competitor
3967,3967,15,30,10,1,5.477,sets,No,Record broken next day
3968,3968,35,244,18,1,205.289,seconds,No,Photo-finish silver
3969,3969,19,203,22,4,179.05,points,No,Withdrew - injury
3970,3970,2,258,25,1,285.974,seconds,No,Withdrew - injury
3971,3971,13,152,23,1,199.575,points,No,-
3972,3972,8,85,18,1,114.041,metres,No,Equipment issue
3973,3973,12,6,1,3,20.226,points,No,-
3974,3974,6,135,17,1,170.477,kg,No,Photo-finish silver
3975,3975,29,18,11,1,2029.127,seconds,No,Photo-finish silver
3976,3976,35,234,3,1,2868.534,seconds,No,Record broken next day
3977,3977,12,6,21,1,14.291,points,No,-
3978,3978,15,299,22,4,389.274,seconds,No,-
3979,3979,12,29,2,2,14.849,goals,No,Equipment issue
3980,3980,15,41,3,1,8.502,points,No,Disqualified (false start)
3981,3981,20,35,26,1,109.091,seconds,No,-
3982,3982,9,28,11,1,7113.063,seconds,No,First from country
3983,3983,22,136,25,1,288.694,seconds,Olympic Record,Season Best
3984,3984,10,168,10,2,272.649,points,No,Photo-finish silver
3985,3985,7,81,9,1,277.707,points,No,Olympic Debut
3986,3986,33,207,11,1,109.578,seconds,No,-
3987,3987,19,79,16,1,6.92,points,No,Weather-affected
3988,3988,22,24,2,1,104.844,seconds,No,Withdrew - injury
3989,3989,5,151,22,3,4.068,ippon,No,Photo-finish silver
3990,3990,3,39,25,1,58.316,points,No,Photo-finish silver
3991,3991,13,213,2,1,191.665,seconds,World Record,Equipment issue
3992,3992,17,59,1,1,297.818,seconds,No,Disqualified (false start)
3993,3993,1,303,9,1,14.857,points,No,Record broken next day
3994,3994,25,73,28,1,584.501,seconds,No,Record broken next day
3995,3995,36,60,15,1,119.561,seconds,No,First from country
3996,3996,28,53,7,1,662.845,seconds,No,-
3997,3997,4,28,10,3,7203.587,seconds,No,First from country
3998,3998,1,189,6,2,172.276,seconds,No,Disqualified (false start)
3999,3999,4,125,10,1,14.928,points,No,-
4000,4000,37,106,17,1,141.049,seconds,No,-
4001,4001,4,291,16,1,12105.955,seconds,No,Record broken next day
4002,4002,13,98,20,1,403.824,kg,No,Olympic Debut
4003,4003,15,122,22,1,1.431,ippon,No,Oldest medalist
4004,4004,1,273,4,1,543.627,seconds,No,Weather-affected
4005,4005,11,32,22,1,124.714,metres,No,Youngest competitor
4006,4006,25,29,26,1,13.04,goals,Olympic Record,Record broken next day
4007,4007,12,72,17,1,3.116,ippon,No,National Record
4008,4008,27,3,10,1,243.291,points,No,Withdrew - injury
4009,4009,16,72,1,1,1.021,ippon,No,Technical violation
4010,4010,32,82,26,1,10.755,goals,No,Comeback after injury
4011,4011,5,98,9,1,220.676,kg,No,-
4012,4012,9,104,6,1,26.546,points,No,Technical violation
4013,4013,11,31,10,1,98.757,seconds,No,National Record
4014,4014,1,3,14,4,1.594,sets,No,-
4015,4015,39,200,21,1,123.295,metres,No,Final Appearance
4016,4016,25,285,1,1,175.292,points,Olympic Record,Comeback after injury
4017,4017,35,42,16,1,162.45,seconds,No,-
4018,4018,8,62,10,3,1933.276,seconds,No,-
4019,4019,14,91,26,1,242.664,points,No,First from country
4020,4020,19,122,18,1,9.868,ippon,No,-
4021,4021,33,82,28,1,7.302,goals,No,Disqualified (false start)
4022,4022,12,209,14,3,248.235,seconds,World Record,Comeback after injury
4023,4023,39,197,9,4,87.956,points,No,-
4024,4024,13,29,16,1,1.562,goals,No,Technical violation
4025,4025,12,185,1,1,4.004,points,Olympic Record,Disqualified (false start)
4026,4026,38,311,9,1,8248.314,seconds,No,Disqualified (false start)
4027,4027,6,194,15,1,412.498,seconds,No,Personal Best
4028,4028,1,251,17,1,544.958,points,No,Youngest competitor
4029,4029,11,60,21,1,124.467,seconds,No,Personal Best
4030,4030,9,29,13,1,2.572,goals,No,Final Appearance
4031,4031,14,162,16,1,68.322,seconds,No,Youngest competitor
4032,4032,13,19,22,1,503.009,seconds,No,Technical violation
4033,4033,9,198,26,2,1.467,points,No,-
4034,4034,9,12,20,3,14.79,points,No,-
4035,4035,9,28,20,4,6858.588,seconds,No,-
4036,4036,19,166,21,1,334.87,points,No,National Record
4037,4037,20,115,24,1,8.195,points,No,Season Best
4038,4038,3,140,6,2,122.976,metres,No,-
4039,4039,7,142,20,1,8.308,points,No,Equipment issue
4040,4040,13,309,11,1,288.182,seconds,No,-
4041,4041,29,31,9,1,64.213,seconds,No,-
4042,4042,3,275,7,2,92.735,metres,No,-
4043,4043,34,148,21,3,340.068,seconds,No,Oldest medalist
4044,4044,1,22,9,1,3.248,points,No,Withdrew - injury
4045,4045,39,100,13,1,53.636,points,No,Disqualified (false start)
4046,4046,15,281,22,2,456.701,seconds,No,First from country
4047,4047,19,290,24,1,1212.346,seconds,No,Comeback after injury
4048,4048,4,20,25,1,2.86,sets,No,Equipment issue
4049,4049,24,272,15,1,3391.208,seconds,No,First from country
4050,4050,23,76,6,1,9.98,goals,Olympic Record,Oldest medalist
4051,4051,26,82,17,1,4.362,goals,No,First from country
4052,4052,7,70,17,2,188.934,kg,No,Technical violation
4053,4053,12,108,20,1,345.922,kg,No,Photo-finish silver
4054,4054,35,35,16,1,109.449,seconds,No,-
4055,4055,27,85,7,2,87.912,metres,No,-
4056,4056,32,223,20,1,5767.635,seconds,No,Weather-affected
4057,4057,9,3,3,1,1.701,sets,No,Withdrew - injury
4058,4058,6,46,13,1,14.085,goals,No,Comeback after injury
4059,4059,39,137,7,1,2750.513,seconds,No,-
4060,4060,12,173,15,1,5.919,points,No,-
4061,4061,10,144,11,1,15.379,points,No,Weather-affected
4062,4062,14,187,8,1,443.164,points,No,Photo-finish silver
4063,4063,28,20,9,2,221.175,points,No,-
4064,4064,24,238,7,1,53.419,points,No,-
4065,4065,5,282,12,1,11.181,touches,No,-
4066,4066,12,10,6,3,4.128,points,No,-
4067,4067,15,110,12,1,3782.213,seconds,Olympic Record,National Record
4068,4068,24,23,26,1,296.976,points,No,Oldest medalist
4069,4069,20,133,27,1,3179.273,seconds,No,Final Appearance
4070,4070,19,57,28,1,278.084,points,No,Withdrew - injury
4071,4071,19,201,26,1,234.808,kg,No,-
4072,4072,13,270,26,1,114.991,seconds,No,-
4073,4073,4,41,23,1,34.446,points,World Record,Photo-finish silver
4074,4074,16,165,8,1,13.952,points,No,Comeback after injury
4075,4075,19,285,17,1,180.554,points,No,Olympic Debut
4076,4076,22,33,26,1,1473.511,seconds,No,-
4077,4077,24,146,2,1,160.542,seconds,No,Olympic Debut
4078,4078,14,109,7,1,589.811,points,No,Personal Best
4079,4079,13,27,19,1,18.4,points,No,-
4080,4080,18,193,23,2,240.39,seconds,No,Olympic Debut
4081,4081,17,170,21,1,1090.659,seconds,No,Oldest medalist
4082,4082,18,107,16,3,317.549,kg,No,-
4083,4083,31,245,14,1,295.777,seconds,No,Photo-finish silver
4084,4084,22,82,28,1,11.049,goals,No,-
4085,4085,10,174,2,1,3.097,ippon,No,-
4086,4086,16,196,2,1,360.043,points,No,-
4087,4087,39,64,19,1,41.943,seconds,No,Olympic Debut
4088,4088,15,4,19,1,6018.755,seconds,No,First from country
4089,4089,21,58,23,4,7.135,points,No,Record broken next day
4090,4090,5,152,2,1,160.863,points,No,-
4091,4091,5,188,6,1,3004.002,seconds,No,National Record
4092,4092,19,15,9,2,3.678,touches,No,-
4093,4093,13,270,4,1,432.292,seconds,No,-
4094,4094,25,38,20,1,5.781,points,No,-
4095,4095,33,190,18,1,182.342,seconds,No,-
4096,4096,25,256,3,1,19.407,seconds,No,Photo-finish silver
4097,4097,25,77,3,1,14.194,touches,No,-
4098,4098,37,24,1,3,100.183,seconds,No,Personal Best
4099,4099,16,20,12,1,1.911,sets,No,Final Appearance
4100,4100,3,116,28,3,93.657,metres,No,-
4101,4101,31,35,4,2,196.753,seconds,No,Technical violation
4102,4102,35,11,13,1,65.736,seconds,No,Disqualified (false start)
4103,4103,32,148,24,2,105.714,seconds,No,Oldest medalist
4104,4104,25,165,14,1,13.314,points,No,Disqualified (false start)
4105,4105,1,21,9,1,9.812,ippon,No,Comeback after injury
4106,4106,4,21,6,1,3.37,points,No,-
4107,4107,13,297,11,1,104.239,seconds,No,Personal Best
4108,4108,12,309,26,1,167.312,seconds,No,-
4109,4109,17,159,9,1,9.317,points,World Record,Withdrew - injury
4110,4110,29,7,13,1,279.737,seconds,No,Final Appearance
4111,4111,5,46,4,1,11.817,goals,No,First from country
4112,4112,4,21,15,2,1.351,points,No,Photo-finish silver
4113,4113,13,155,6,1,65.471,seconds,No,National Record
4114,4114,36,2,4,3,108.832,metres,No,Technical violation
4115,4115,16,163,7,1,217.392,seconds,No,-
4116,4116,3,172,1,2,6043.212,seconds,World Record,-
4117,4117,6,30,5,1,3.629,sets,No,-
4118,4118,23,11,4,1,159.757,seconds,No,-
4119,4119,1,184,26,1,354.889,seconds,No,Photo-finish silver
4120,4120,18,227,27,1,3.084,points,No,-
4121,4121,20,295,24,1,218.936,seconds,No,Personal Best
4122,4122,36,26,1,1,297.222,points,No,-
4123,4123,28,159,6,1,2.339,points,No,Olympic Debut
4124,4124,8,59,15,1,944.802,seconds,No,Youngest competitor
4125,4125,35,259,12,1,963.617,seconds,No,Technical violation
4126,4126,15,225,5,1,13.281,points,No,-
4127,4127,35,207,13,1,141.222,seconds,No,First from country
4128,4128,19,21,16,1,2.432,points,Olympic Record,Youngest competitor
4129,4129,14,158,14,4,14.454,points,No,Withdrew - injury
4130,4130,18,79,18,3,10.22,points,No,National Record
4131,4131,5,28,25,3,5194.417,seconds,No,First from country
4132,4132,24,197,27,3,92.286,points,No,Season Best
4133,4133,5,50,17,1,413.613,seconds,No,Weather-affected
4134,4134,32,168,24,1,3123.07,seconds,Olympic Record,Youngest competitor
4135,4135,25,189,6,1,321.59,seconds,No,Weather-affected
4136,4136,25,74,16,1,6.153,points,No,Olympic Debut
4137,4137,38,93,11,1,53.871,points,No,Oldest medalist
4138,4138,1,211,13,1,75.921,seconds,No,-
4139,4139,10,182,9,1,232.708,points,No,Oldest medalist
4140,4140,10,293,2,1,221.875,seconds,No,-
4141,4141,25,41,12,1,24.149,points,No,Record broken next day
4142,4142,9,175,6,1,429.075,seconds,No,Equipment issue
4143,4143,24,93,1,1,51.504,points,No,-
4144,4144,8,148,2,1,360.546,seconds,No,National Record
4145,4145,18,125,27,1,13.193,points,No,Technical violation
4146,4146,2,26,2,1,245.058,points,No,Youngest competitor
4147,4147,15,184,9,1,207.288,seconds,No,Record broken next day
4148,4148,18,29,9,4,7.569,goals,No,Youngest competitor
4149,4149,4,303,16,1,14.831,points,No,Disqualified (false start)
4150,4150,24,35,13,2,112.198,seconds,No,Equipment issue
4151,4151,9,8,26,1,105.717,seconds,No,Weather-affected
4152,4152,15,285,6,1,239.357,points,World Record,Season Best
4153,4153,15,83,4,1,274.072,seconds,No,-
4154,4154,12,104,5,1,10.442,points,No,Withdrew - injury
4155,4155,14,6,11,1,22.172,points,World Record,Oldest medalist
4156,4156,34,275,16,1,123.859,metres,No,Technical violation
4157,4157,5,109,15,1,299.074,points,No,-
4158,4158,12,4,25,1,4877.707,seconds,No,Record broken next day
4159,4159,9,83,27,1,117.257,seconds,No,Record broken next day
4160,4160,25,186,4,1,11.847,touches,Olympic Record,Oldest medalist
4161,4161,23,20,21,2,175.106,seconds,No,Disqualified (false start)
4162,4162,34,207,2,1,60.234,seconds,No,-
4163,4163,25,27,15,1,25.334,points,No,-
4164,4164,9,253,8,1,135.909,seconds,No,Technical violation
4165,4165,4,305,17,1,551.182,seconds,No,-
4166,4166,26,82,16,3,1.229,goals,No,Personal Best
4167,4167,14,4,1,1,7362.911,seconds,No,Comeback after injury
4168,4168,22,43,26,1,93.159,points,No,-
4169,4169,33,35,20,1,173.739,seconds,No,-
4170,4170,24,148,10,1,204.343,seconds,No,Season Best
4171,4171,33,268,7,1,216.628,seconds,No,Photo-finish silver
4172,4172,9,227,6,1,8.995,points,No,Equipment issue
4173,4173,24,311,10,1,4622.736,seconds,No,-
4174,4174,36,23,15,1,259.658,points,No,Olympic Debut
4175,4175,24,7,3,1,256.856,seconds,No,-
4176,4176,1,92,5,1,6036.3,seconds,No,-
4177,4177,15,27,9,1,14.563,points,No,First from country
4178,4178,18,124,3,1,474.23,seconds,No,Personal Best
4179,4179,4,291,4,1,9867.577,seconds,No,-
4180,4180,13,111,2,1,166.999,points,No,Withdrew - injury
4181,4181,22,32,28,4,113.843,metres,No,National Record
4182,4182,14,30,22,1,4.796,sets,No,Youngest competitor
4183,4183,21,112,22,1,5132.426,seconds,No,Youngest competitor
4184,4184,30,20,20,1,100.417,seconds,No,Withdrew - injury
4185,4185,32,195,13,1,3266.407,seconds,No,-
4186,4186,16,174,26,3,3.49,ippon,No,Disqualified (false start)
4187,4187,1,72,8,1,4.687,ippon,No,-
4188,4188,8,48,21,3,143.86,metres,No,Final Appearance
4189,4189,5,144,26,1,13.768,points,No,-
4190,4190,25,12,14,1,14.463,points,No,First from country
4191,4191,14,225,25,1,14.736,points,No,Record broken next day
4192,4192,30,300,11,3,92.033,points,No,-
4193,4193,29,159,15,1,11.803,points,No,-
4194,4194,1,88,13,2,8.9,points,No,Weather-affected
4195,4195,25,32,24,1,7.716,ippon,No,Technical violation
4196,4196,26,200,17,1,116.265,metres,No,Season Best
4197,4197,19,27,22,1,15.281,points,No,Final Appearance
4198,4198,13,44,24,1,13.873,points,No,Personal Best
4199,4199,19,41,21,3,17.134,points,No,Personal Best
4200,4200,26,82,10,1,7.282,goals,Olympic Record,Equipment issue
4201,4201,32,118,13,2,366.218,seconds,No,Withdrew - injury
4202,4202,31,39,10,1,56.417,points,World Record,Record broken next day
4203,4203,5,57,19,1,256.348,points,No,Technical violation
4204,4204,30,207,15,1,86.273,seconds,No,Final Appearance
4205,4205,15,66,17,1,8249.006,seconds,No,Technical violation
4206,4206,31,168,11,1,1625.664,seconds,No,Personal Best
4207,4207,8,245,21,1,78.852,seconds,No,-
4208,4208,1,181,22,4,4393.303,seconds,No,Disqualified (false start)
4209,4209,20,190,5,1,134.713,seconds,No,Record broken next day
4210,4210,6,180,19,4,4.002,touches,No,Weather-affected
4211,4211,30,76,5,2,11.827,goals,No,Youngest competitor
4212,4212,10,255,21,1,9261.116,seconds,No,-
4213,4213,15,320,5,3,195.11,seconds,No,-
4214,4214,7,110,24,1,5070.217,seconds,No,Olympic Debut
4215,4215,12,90,18,2,3.682,points,No,-
4216,4216,37,7,11,1,134.196,seconds,Olympic Record,First from country
4217,4217,12,29,11,1,7.906,goals,No,Disqualified (false start)
4218,4218,8,48,16,1,103.151,metres,No,Record broken next day
4219,4219,18,193,12,1,305.198,seconds,No,Photo-finish silver
4220,4220,3,143,13,2,2063.527,seconds,No,-
4221,4221,39,30,27,1,93.271,seconds,No,Comeback after injury
4222,4222,25,289,4,2,7.698,touches,Olympic Record,Oldest medalist
4223,4223,32,159,7,1,10.009,points,No,Youngest competitor
4224,4224,6,283,1,1,187.313,points,No,-
4225,4225,15,185,15,1,4.532,points,No,Technical violation
4226,4226,12,108,14,1,239.392,kg,No,First from country
4227,4227,11,257,19,1,65.154,seconds,No,Olympic Debut
4228,4228,7,201,12,1,394.192,kg,No,-
4229,4229,6,167,11,1,52.116,seconds,No,Personal Best
4230,4230,6,233,21,1,2.477,points,No,-
4231,4231,36,258,23,1,83.987,seconds,No,First from country
4232,4232,1,178,3,1,1.91,sets,No,Equipment issue
4233,4233,14,4,11,1,6624.221,seconds,No,Olympic Debut
4234,4234,22,219,3,1,69.662,seconds,No,Oldest medalist
4235,4235,33,153,15,1,88.43,seconds,No,Withdrew - injury
4236,4236,13,92,7,3,10676.787,seconds,No,National Record
4237,4237,6,21,11,1,7.622,ippon,No,Olympic Debut
4238,4238,9,17,22,1,37.767,points,No,Weather-affected
4239,4239,26,218,10,1,51.37,points,No,First from country
4240,4240,6,21,22,1,6.351,ippon,No,-
4241,4241,35,268,7,1,695.521,seconds,Olympic Record,Season Best
4242,4242,31,36,12,1,180.937,seconds,No,-
4243,4243,37,102,1,1,88.7,seconds,No,Personal Best
4244,4244,2,153,5,2,52.886,seconds,No,Oldest medalist
4245,4245,36,218,21,1,81.398,points,No,-
4246,4246,5,291,6,1,11137.466,seconds,No,First from country
4247,4247,37,23,19,1,270.036,points,No,-
4248,4248,39,322,8,1,7405.906,seconds,No,-
4249,4249,20,48,28,3,93.794,metres,No,Personal Best
4250,4250,14,191,3,1,204.258,seconds,No,-
4251,4251,9,179,25,2,666.559,seconds,No,Season Best
4252,4252,33,35,22,1,199.575,seconds,No,Technical violation
4253,4253,17,20,6,3,319.694,points,Olympic Record,-
4254,4254,15,20,14,1,3.095,sets,No,Olympic Debut
4255,4255,21,202,21,1,8409.814,seconds,No,National Record
4256,4256,9,21,21,1,4.237,ippon,No,Comeback after injury
4257,4257,36,23,9,1,219.654,points,World Record,Withdrew - injury
4258,4258,12,253,2,1,291.058,seconds,No,Olympic Debut
4259,4259,22,288,15,1,7724.336,seconds,No,Technical violation
4260,4260,14,121,21,1,367.588,kg,No,Comeback after injury
4261,4261,36,159,28,1,8.202,points,No,-
4262,4262,6,249,8,1,407.245,seconds,No,-
4263,4263,1,123,28,1,8062.686,seconds,No,Oldest medalist
4264,4264,34,218,2,1,68.065,points,No,Disqualified (false start)
4265,4265,23,82,17,1,0.327,goals,No,First from country
4266,4266,1,144,5,1,16.26,points,No,Oldest medalist
4267,4267,12,109,20,1,288.168,points,World Record,Technical violation
4268,4268,18,179,26,3,774.585,seconds,No,Oldest medalist
4269,4269,12,72,13,1,2.319,ippon,No,Final Appearance
4270,4270,9,71,16,1,9.218,points,No,Record broken next day
4271,4271,6,83,22,1,148.801,seconds,No,-
4272,4272,1,71,17,1,16.347,points,No,-
4273,4273,29,133,18,3,1771.464,seconds,No,Final Appearance
4274,4274,11,141,22,1,1627.387,seconds,No,Olympic Debut
4275,4275,15,285,11,1,212.442,points,No,Olympic Debut
4276,4276,19,188,12,4,7316.045,seconds,No,-
4277,4277,4,21,10,3,4.679,points,No,Record broken next day
4278,4278,4,73,28,1,593.557,seconds,No,Personal Best
4279,4279,29,39,2,4,66.497,points,No,Technical violation
4280,4280,26,112,16,1,6203.616,seconds,Olympic Record,-
4281,4281,21,159,6,1,2.405,points,No,Technical violation
4282,4282,5,142,13,3,9.368,points,No,Weather-affected
4283,4283,34,200,18,1,96.516,metres,No,-
4284,4284,32,76,5,1,1.652,goals,Olympic Record,Personal Best
4285,4285,17,116,12,4,86.666,metres,No,Weather-affected
4286,4286,13,28,14,1,6366.979,seconds,No,Photo-finish silver
4287,4287,4,68,23,3,12.72,points,No,Season Best
4288,4288,12,209,13,1,215.074,seconds,No,-
4289,4289,19,169,1,1,546.213,seconds,No,Olympic Debut
4290,4290,5,29,17,1,8.939,goals,No,-
4291,4291,18,149,11,3,3.829,points,No,Final Appearance
4292,4292,22,153,12,1,92.133,seconds,No,-
4293,4293,2,146,16,1,186.379,seconds,No,First from country
4294,4294,5,88,22,2,5.647,points,No,Personal Best
4295,4295,7,291,3,1,13135.719,seconds,No,-
4296,4296,16,166,14,1,480.419,points,No,Personal Best
4297,4297,21,64,9,1,119.057,seconds,No,-
4298,4298,26,161,25,1,7198.313,seconds,No,-
4299,4299,29,60,20,1,397.185,seconds,No,National Record
4300,4300,16,41,21,1,24.572,points,No,Personal Best
4301,4301,28,102,5,3,280.258,seconds,No,-
4302,4302,10,225,1,4,12.523,points,No,National Record
4303,4303,18,66,9,2,11462.189,seconds,No,Equipment issue
4304,4304,32,26,23,2,184.697,points,No,National Record
4305,4305,28,294,17,1,8102.985,seconds,No,Youngest competitor
4306,4306,13,90,27,2,2.653,points,Olympic Record,Personal Best
4307,4307,12,98,10,1,263.666,kg,No,Olympic Debut
4308,4308,6,27,19,1,27.841,points,No,Record broken next day
4309,4309,15,139,23,3,3.439,points,No,Weather-affected
4310,4310,34,153,5,3,125.305,seconds,No,Final Appearance
4311,4311,22,31,10,1,233.302,seconds,No,Oldest medalist
4312,4312,3,82,2,1,0.407,goals,No,Season Best
4313,4313,39,96,21,1,5023.744,seconds,No,Comeback after injury
4314,4314,25,29,22,1,5.053,goals,World Record,National Record
4315,4315,8,137,13,1,2123.067,seconds,No,First from country
4316,4316,27,60,18,2,215.18,seconds,No,Season Best
4317,4317,18,28,5,1,7202.624,seconds,No,Olympic Debut
4318,4318,32,130,4,1,447.607,seconds,No,Olympic Debut
4319,4319,20,7,25,1,311.665,seconds,No,-
4320,4320,2,56,24,1,82.394,points,No,-
4321,4321,12,226,11,1,178.124,points,No,Technical violation
4322,4322,16,227,6,1,2.758,points,Olympic Record,-
4323,4323,1,79,15,1,7.909,points,No,Technical violation
4324,4324,16,30,10,1,2.838,sets,No,-
4325,4325,9,227,5,1,10.529,points,No,Season Best
4326,4326,33,3,12,1,175.041,seconds,No,Weather-affected
4327,4327,30,7,16,4,100.84,seconds,No,Season Best
4328,4328,22,2,15,1,90.779,metres,No,-
4329,4329,2,118,27,1,291.478,seconds,No,-
4330,4330,3,69,23,1,2731.407,seconds,No,Oldest medalist
4331,4331,9,110,7,1,4147.489,seconds,No,-
4332,4332,16,196,14,1,314.992,points,No,-
4333,4333,4,18,20,3,291.451,points,No,Comeback after injury
4334,4334,23,153,23,1,177.845,seconds,No,-
4335,4335,20,35,27,1,86.197,seconds,No,-
4336,4336,4,22,18,3,2.222,points,Olympic Record,Equipment issue
4337,4337,6,28,26,1,4772.261,seconds,No,Personal Best
4338,4338,14,107,24,1,168.785,kg,Olympic Record,-
4339,4339,33,207,21,1,68.731,seconds,No,-
4340,4340,25,104,23,1,14.419,points,No,-
4341,4341,19,29,23,2,4.072,goals,No,Final Appearance
4342,4342,26,28,12,1,2641.225,seconds,No,-
4343,4343,35,58,9,1,3.385,points,No,-
4344,4344,9,55,27,1,3.868,points,No,Youngest competitor
4345,4345,15,195,28,1,247.211,points,No,-
4346,4346,7,306,18,3,13.724,touches,No,Disqualified (false start)
4347,4347,14,270,16,3,435.005,seconds,No,Technical violation
4348,4348,29,3,28,1,151.287,points,No,Final Appearance
4349,4349,5,163,24,1,481.288,seconds,No,Personal Best
4350,4350,6,316,27,3,154.58,seconds,No,-
4351,4351,16,22,21,1,1.119,points,No,-
4352,4352,37,244,15,1,3123.106,seconds,No,National Record
4353,4353,9,169,22,4,565.298,seconds,No,First from country
4354,4354,29,228,8,1,1777.724,seconds,No,Equipment issue
4355,4355,25,155,1,1,423.406,seconds,No,Technical violation
4356,4356,8,35,25,1,74.248,seconds,No,-
4357,4357,38,115,13,1,3.298,points,No,-
4358,4358,12,127,27,1,260.496,points,No,Final Appearance
4359,4359,13,111,22,1,222.043,points,No,Photo-finish silver
4360,4360,6,29,14,3,7.911,goals,No,Olympic Debut
4361,4361,4,90,24,3,4.962,points,No,Personal Best
4362,4362,33,36,22,1,57.198,seconds,No,Technical violation
4363,4363,37,42,20,1,174.786,seconds,Olympic Record,Withdrew - injury
4364,4364,19,181,10,2,13169.4,seconds,No,Comeback after injury
4365,4365,6,21,2,1,4.069,points,No,Equipment issue
4366,4366,6,10,2,1,2.621,points,No,Record broken next day
